age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,loan_approval_status
21.0,30000,3,4,5,14000,11.26,0.47,0,2,1
21.0,32400,3,4,3,11000,13.23,0.34,0,3,1
21.0,19000,3,2,4,3500,14.74,0.18,0,2,1
21.0,19000,3,0,0,7150,13.85,0.39,1,4,1
21.0,34000,3,2,4,5000,14.96,0.15,0,4,1
21.0,39000,3,1,3,14000,10.75,0.35,0,2,1
21.0,59000,3,5,1,21500,6.91,0.36,0,3,1
21.0,32000,3,5,0,1200,10.99,0.04,0,4,1
21.0,54000,3,5,2,9600,15.62,0.18,0,4,1
21.0,48996,0,5,2,15000,10.75,0.31,0,2,1
21.0,54000,0,5,1,8000,16.77,0.15,0,2,1
21.0,28000,3,2,2,3000,15.62,0.11,0,2,1
21.0,54000,3,5,4,6000,7.51,0.11,0,4,1
21.0,29000,3,5,0,8000,12.84,0.28,0,4,1
21.0,25000,3,5,3,8500,7.9,0.34,0,3,1
21.0,27600,3,1,4,9600,10.62,0.36,0,3,1
21.0,25000,3,5,3,7500,13.16,0.3,1,3,1
21.0,58650,3,5,3,5000,10.59,0.07,0,4,1
21.0,25000,3,0,5,11100,13.47,0.44,0,3,1
21.0,37000,3,1,5,5000,17.04,0.14,1,3,1
21.0,32000,3,6,1,12000,10.99,0.38,0,2,1
21.0,17000,3,0,4,4200,16.0,0.26,0,2,1
21.0,55000,3,0,2,10800,15.2,0.2,0,4,1
21.0,30000,3,2,1,10000,7.51,0.33,0,3,1
21.0,30000,3,1,0,6000,11.71,0.2,0,2,1
21.0,31200,3,0,0,8000,16.0,0.26,1,2,1
21.0,28200,3,2,4,2500,15.58,0.09,0,4,1
21.0,38604,3,0,4,10500,10.36,0.27,0,3,1
21.0,40000,3,1,2,20000,15.45,0.5,1,2,1
21.0,40000,3,5,5,14000,6.91,0.35,0,4,1
21.0,52000,3,2,3,18000,13.85,0.35,1,2,1
21.0,60000,3,5,0,20000,11.83,0.33,0,2,1
21.0,56000,3,5,5,20000,12.61,0.36,0,3,1
21.0,38400,3,5,1,15000,11.99,0.39,0,2,1
21.0,62400,3,0,1,4000,14.61,0.06,1,4,1
21.0,34404,3,2,0,4000,15.33,0.12,1,4,1
21.0,31000,3,2,4,5000,10.99,0.16,0,4,1
21.0,25000,3,0,2,7000,12.69,0.28,0,2,1
21.0,153000,0,1,0,1825,15.62,0.01,0,4,1
21.0,29000,3,1,0,11200,12.42,0.4,0,4,1
21.0,45150,3,5,1,17000,14.18,0.36,0,2,1
21.0,30000,3,2,5,5000,12.18,0.17,0,2,1
21.0,24996,3,2,3,5000,14.09,0.2,0,3,1
21.0,38000,3,6,0,11750,15.95,0.29,1,2,1
21.0,40000,3,5,1,15000,12.99,0.38,1,3,1
21.0,36000,3,2,4,15000,10.25,0.42,0,4,1
21.0,42000,3,3,3,14000,11.83,0.32,0,3,1
21.0,78000,0,4,2,12000,13.48,0.15,0,2,1
21.0,30000,3,1,5,12250,6.54,0.41,0,3,1
21.0,66300,3,0,3,24250,15.7,0.31,0,4,1
21.0,36000,3,0,0,10000,12.84,0.27,0,2,1
21.0,33276,3,2,0,10000,18.3,0.3,1,4,1
21.0,30000,0,5,4,8000,5.42,0.27,0,4,1
21.0,14400,3,2,4,2700,11.86,0.19,0,3,1
21.0,38000,3,5,1,12000,10.99,0.31,0,2,1
21.0,30000,3,2,5,15000,16.7,0.5,1,2,1
21.0,33996,3,5,1,5000,13.98,0.15,0,2,1
21.0,24000,3,5,4,5000,10.62,0.21,0,2,1
21.0,30000,3,3,5,10000,16.77,0.33,0,3,1
21.0,18000,3,2,0,3000,11.71,0.17,0,4,1
21.0,18000,3,1,1,2000,15.7,0.11,1,4,1
21.0,30000,3,1,1,14500,13.72,0.48,0,2,1
21.0,41000,3,0,1,11000,15.31,0.26,1,2,1
21.0,15120,3,0,1,2500,13.48,0.16,0,3,1
21.0,33996,3,0,3,7500,15.05,0.23,0,2,1
21.0,39000,3,1,2,5600,14.96,0.14,1,3,1
21.0,34000,3,2,5,5100,11.71,0.15,0,3,1
21.0,26400,3,3,1,10000,11.71,0.38,0,4,1
21.0,42000,3,2,2,9600,14.59,0.23,0,2,1
21.0,30000,3,1,4,10000,13.24,0.33,1,4,1
21.0,34000,0,5,3,5000,11.49,0.15,0,3,1
21.0,32000,3,0,5,8000,14.11,0.25,1,4,1
21.0,48000,3,2,5,15000,8.32,0.31,0,4,1
21.0,26400,3,0,0,6000,9.76,0.23,0,3,1
21.0,30000,3,5,4,10000,7.51,0.33,0,2,1
21.0,44000,3,6,4,13000,15.7,0.3,0,4,1
21.0,56000,0,5,3,15000,15.31,0.27,1,2,1
21.0,25000,3,4,4,8800,9.91,0.35,0,4,1
21.0,49110,3,5,4,6000,15.96,0.12,0,3,1
21.0,25000,3,5,4,8500,10.65,0.34,0,3,1
21.0,88000,0,2,4,10000,8.94,0.11,0,2,1
21.0,30000,3,4,3,10000,13.49,0.33,0,4,1
21.0,60000,3,5,1,24000,11.49,0.4,0,3,1
21.0,39600,0,5,3,9000,15.99,0.23,1,4,1
21.0,18000,3,1,4,6700,11.46,0.37,0,4,1
21.0,24000,3,2,0,10000,17.27,0.42,1,3,1
21.0,41000,3,5,3,12000,14.22,0.29,0,2,1
21.0,45996,3,5,3,2500,13.16,0.05,1,2,1
21.0,26400,3,2,2,5000,15.13,0.19,0,2,1
21.0,78996,3,0,2,10000,6.17,0.12,0,3,1
21.0,46000,0,3,4,2500,11.48,0.05,0,2,1
21.0,51000,3,5,1,17000,7.9,0.33,0,4,1
21.0,25000,3,1,1,10000,5.99,0.4,0,4,1
21.0,32400,3,2,1,7750,14.96,0.23,1,2,1
21.0,44004,3,1,5,10000,17.49,0.23,1,4,1
21.0,50160,3,5,4,3000,15.62,0.06,1,4,1
21.0,52000,0,5,4,18000,13.48,0.35,0,2,1
21.0,30000,3,2,3,4200,11.36,0.14,0,4,1
21.0,44000,3,4,1,16000,10.99,0.36,0,3,1
21.0,26785,3,6,4,11000,13.98,0.41,1,2,1
21.0,30000,3,5,3,8000,12.84,0.27,0,3,1
21.0,32000,3,2,4,11000,13.57,0.34,0,4,1
21.0,61455,0,3,3,9600,15.58,0.14,0,4,1
21.0,32000,3,6,4,10000,11.14,0.31,0,4,1
21.0,14400,3,0,3,2800,13.11,0.2,1,3,1
21.0,24000,3,0,1,8000,13.23,0.33,0,3,1
21.0,29000,3,0,1,8000,18.25,0.28,0,2,1
21.0,36000,3,5,5,12000,12.61,0.35,1,4,1
21.0,29000,0,0,3,10000,11.49,0.34,0,3,1
21.0,12000,3,0,2,3000,10.99,0.25,0,2,1
21.0,26000,3,2,2,3000,6.91,0.12,0,2,1
21.0,19200,3,4,3,4000,16.49,0.21,1,2,1
21.0,34368,3,3,0,12000,9.91,0.35,0,4,1
21.0,30000,3,1,2,3000,15.62,0.1,0,2,1
21.0,12000,3,2,4,4000,10.99,0.33,0,2,1
21.0,34000,3,5,2,1200,9.91,0.04,0,3,1
21.0,118000,0,6,5,19550,15.62,0.17,1,4,1
21.0,33996,3,0,5,5000,12.53,0.15,1,2,1
21.0,28000,3,0,0,7000,13.99,0.26,0,3,1
21.0,49000,3,5,3,5000,14.96,0.1,1,4,1
21.0,30000,3,0,3,14000,11.26,0.47,0,2,1
21.0,37000,3,0,3,4000,17.27,0.11,0,4,1
21.0,42000,3,1,1,4800,14.09,0.11,0,2,1
21.0,15600,3,2,4,3600,11.66,0.21,1,2,1
21.0,44000,3,2,1,18000,16.89,0.41,0,4,1
21.0,52800,0,5,0,15000,11.86,0.29,0,2,1
21.0,15996,3,3,0,4000,15.37,0.25,1,4,1
21.0,44000,3,5,2,4000,13.43,0.09,1,2,1
21.0,24000,3,0,2,1500,14.96,0.06,1,3,1
21.0,69000,0,5,2,8000,17.58,0.11,0,2,1
21.0,72000,3,4,5,24000,10.99,0.33,0,3,1
21.0,35000,3,5,3,15000,7.9,0.43,0,2,1
21.0,36000,0,0,3,7000,8.0,0.18,0,3,1
21.0,24000,2,2,4,7200,12.87,0.31,0,2,1
21.0,12000,3,1,0,2400,11.49,0.2,0,4,1
21.0,32000,3,3,1,2000,16.49,0.06,0,4,1
21.0,36000,3,4,3,12250,11.26,0.34,0,4,1
21.0,15000,3,1,0,6000,13.57,0.4,0,2,1
21.0,57000,0,6,3,8000,14.96,0.14,0,3,1
21.0,30988,3,0,4,2400,16.29,0.08,1,3,1
21.0,34000,3,0,1,5500,16.7,0.16,0,3,1
21.0,26400,3,2,0,5000,12.84,0.19,1,3,1
21.0,32000,3,3,3,5000,15.7,0.16,1,3,1
21.0,83004,0,0,0,10000,15.28,0.12,0,4,1
21.0,45000,3,4,4,15000,7.49,0.33,0,2,1
21.0,48504,3,0,3,15000,14.26,0.31,0,2,1
21.0,29000,3,5,3,9200,10.62,0.32,0,3,1
21.0,18000,3,1,3,3000,13.61,0.17,0,2,1
21.0,33000,3,0,4,14500,10.74,0.44,0,2,1
21.0,30000,3,2,0,13000,12.53,0.46,0,3,1
21.0,40000,3,3,4,13250,9.99,0.33,0,2,1
21.0,36000,3,5,1,15000,6.62,0.42,0,2,1
21.0,42000,3,2,1,1000,7.51,0.02,0,4,1
21.0,52020,0,0,3,15000,12.84,0.25,1,3,1
21.0,38000,3,5,3,15000,8.88,0.39,0,3,1
21.0,29000,3,0,2,4000,9.96,0.14,0,4,1
21.0,78200,0,5,5,7500,16.02,0.09,0,2,1
21.0,34000,3,5,5,8500,16.89,0.25,1,3,1
21.0,32000,0,4,3,7000,15.62,0.22,0,4,1
21.0,44000,3,5,1,20000,11.36,0.45,0,4,1
21.0,25200,3,5,3,4000,16.49,0.16,1,2,1
21.0,15600,3,0,2,5000,14.46,0.31,0,4,1
21.0,42000,0,5,1,8000,11.86,0.19,0,3,1
21.0,33996,3,3,1,3000,16.32,0.09,0,2,1
21.0,40000,3,1,1,5000,17.27,0.13,1,4,1
21.0,30000,3,3,5,10000,17.27,0.33,0,4,1
21.0,24000,3,5,0,9250,7.49,0.39,0,3,1
21.0,119000,3,2,0,7600,14.61,0.06,0,2,1
21.0,42000,3,4,1,1500,15.7,0.04,0,3,1
21.0,34320,3,4,0,3000,16.32,0.09,1,2,1
21.0,34000,3,2,0,6000,14.91,0.18,0,4,1
21.0,18000,3,1,2,1500,12.84,0.08,1,4,1
21.0,30000,3,4,0,2400,9.76,0.08,0,3,1
21.0,30000,3,5,4,10000,14.61,0.33,0,4,1
21.0,46000,3,5,5,14000,13.48,0.29,0,4,1
21.0,37000,3,3,0,15000,6.62,0.41,0,2,1
21.0,24996,3,1,4,9250,12.53,0.39,0,2,1
21.0,42000,3,5,5,1000,15.58,0.02,1,4,1
21.0,34000,3,3,3,12000,13.92,0.35,0,2,1
21.0,48500,3,0,5,15000,12.87,0.31,1,3,1
21.0,26400,3,5,2,9000,13.49,0.34,1,4,1
21.0,44000,0,5,4,6000,11.71,0.14,0,2,1
21.0,25200,3,3,4,6000,13.92,0.24,0,4,1
21.0,29004,3,0,5,2500,12.23,0.09,1,3,1
21.0,56000,3,2,3,25000,17.04,0.37,1,4,1
21.0,36000,3,5,0,10000,17.27,0.28,0,2,1
21.0,33996,3,1,2,6000,9.88,0.18,0,2,1
21.0,18000,3,1,4,3000,15.65,0.17,0,3,1
21.0,38500,3,0,1,12800,8.9,0.33,0,3,1
21.0,35000,3,4,3,7000,15.65,0.2,0,2,1
21.0,51000,0,6,3,10400,8.94,0.2,0,3,1
21.0,28200,0,2,0,1000,16.49,0.04,0,2,1
21.0,50000,3,4,0,6000,14.91,0.12,0,4,1
21.0,61402,3,5,2,10800,17.58,0.18,0,3,1
21.0,29004,3,3,3,12000,10.0,0.41,0,2,1
21.0,19000,3,2,3,1500,14.35,0.08,1,2,1
21.0,28800,3,0,1,10000,12.49,0.35,0,4,1
21.0,30000,3,1,1,7000,18.64,0.23,1,3,1
21.0,30852,3,4,1,11200,7.29,0.36,0,4,1
21.0,45000,3,0,4,20500,15.33,0.5,1,2,1
21.0,52500,0,3,3,9500,15.58,0.18,0,2,1
21.0,18000,3,2,3,4500,13.49,0.25,1,3,1
21.0,34000,3,5,3,12000,13.16,0.35,0,4,1
21.0,35280,3,0,4,10000,14.96,0.29,1,3,1
21.0,55400,0,5,3,1500,14.61,0.03,1,2,1
21.0,44000,3,2,1,16000,15.28,0.36,1,2,1
21.0,26124,3,3,0,8000,15.23,0.32,0,2,1
21.0,36000,3,0,3,4500,13.99,0.13,0,3,1
21.0,54000,3,5,1,3200,17.49,0.06,1,4,1
21.0,51996,3,0,3,18000,7.9,0.35,0,4,1
21.0,36000,3,5,4,10000,12.69,0.28,0,2,1
21.0,38400,3,0,1,15000,8.9,0.39,0,3,1
21.0,36100,3,5,4,10000,10.0,0.28,0,2,1
21.0,25000,3,0,0,8000,13.48,0.32,1,2,1
21.0,40000,3,0,4,15000,11.71,0.38,0,3,1
21.0,42000,3,5,4,12000,9.91,0.29,0,4,1
21.0,48000,3,1,4,16500,10.0,0.34,0,2,1
21.0,34000,3,5,4,5000,11.71,0.15,0,3,1
21.0,35000,3,1,5,9000,12.69,0.27,0,3,1
21.0,33000,3,3,3,6000,16.89,0.18,0,2,1
21.0,25000,3,2,4,7800,14.42,0.3,1,4,1
21.0,38400,3,5,0,13000,8.49,0.34,0,2,1
21.0,44000,3,5,3,12000,14.54,0.27,1,2,1
21.0,29004,3,5,4,12000,5.99,0.41,0,3,1
21.0,24000,3,5,3,10000,13.85,0.42,0,4,1
22.0,33000,3,6,4,10000,11.12,0.3,0,2,1
22.0,30000,3,3,3,5000,16.49,0.17,0,4,1
22.0,32000,3,6,1,8000,15.58,0.25,0,3,1
22.0,39000,0,6,3,3000,15.62,0.08,0,4,1
22.0,40000,3,0,4,16000,13.85,0.4,0,2,1
22.0,49000,3,0,4,12000,15.31,0.24,1,3,1
22.0,25000,3,3,0,9000,10.99,0.37,0,2,1
22.0,25200,3,2,2,10000,11.48,0.4,0,2,1
22.0,30000,3,2,5,5000,14.42,0.17,0,3,1
22.0,91800,0,6,3,16800,15.62,0.17,1,4,1
22.0,25000,0,7,1,14000,12.84,0.05,1,2,1
22.0,51600,3,1,5,3000,16.29,0.06,1,2,1
22.0,48000,3,5,3,10000,17.56,0.21,1,2,1
22.0,69000,0,6,1,8000,14.91,0.12,0,2,1
22.0,61754,0,6,3,10000,14.83,0.14,0,3,1
22.0,36000,3,3,5,13000,11.14,0.36,0,2,1
22.0,45000,3,0,1,15000,11.48,0.33,0,4,1
22.0,24000,3,0,3,12250,11.36,0.51,0,3,1
22.0,25000,3,6,3,8500,11.49,0.34,0,4,1
22.0,36000,3,1,2,16000,14.26,0.44,0,4,1
22.0,32000,3,2,1,12000,14.27,0.38,1,2,1
22.0,42996,3,7,0,14000,12.18,0.33,0,4,1
22.0,29000,3,5,5,6000,15.27,0.21,1,2,1
22.0,36000,3,2,3,5000,14.96,0.14,1,4,1
22.0,51298,3,6,1,1000,17.19,0.02,1,3,1
22.0,37200,3,6,2,2000,18.39,0.06,1,4,1
22.0,108000,3,1,2,25000,14.96,0.23,0,4,1
22.0,36000,3,6,1,12000,11.71,0.33,0,4,1
22.0,30000,3,0,2,6000,8.9,0.2,0,2,1
22.0,39000,3,3,3,3000,10.37,0.08,0,3,1
22.0,102616,3,2,3,18000,7.9,0.18,0,2,1
22.0,60000,3,2,0,6400,15.99,0.11,1,4,1
22.0,59000,3,2,1,18000,8.9,0.31,0,2,1
22.0,30000,3,5,2,8000,19.29,0.27,0,2,1
22.0,56950,3,6,3,7550,10.75,0.11,0,4,1
22.0,42000,3,4,4,15250,11.26,0.36,0,4,1
22.0,30000,3,4,0,10000,13.49,0.33,1,3,1
22.0,89250,3,2,3,7500,15.05,0.09,1,3,1
22.0,59000,0,4,5,6000,21.36,0.1,1,2,1
22.0,35496,3,5,5,3200,14.54,0.09,1,3,1
22.0,30000,3,3,4,12000,8.49,0.4,0,2,1
22.0,36996,3,2,2,12000,11.58,0.33,0,2,1
22.0,44000,3,1,5,7000,16.07,0.16,1,3,1
22.0,66000,3,1,2,15000,14.82,0.23,0,4,1
22.0,31000,3,5,5,3600,10.83,0.12,0,3,1
22.0,27996,3,0,5,12250,7.51,0.44,0,4,1
22.0,55000,0,6,4,6000,12.99,0.11,0,3,1
22.0,50000,3,0,0,3000,15.99,0.06,1,2,1
22.0,54000,3,1,0,8000,15.58,0.15,0,3,1
22.0,32000,3,2,4,4500,15.96,0.14,0,3,1
22.0,70000,3,3,4,25000,11.86,0.36,0,2,1
22.0,31000,3,6,0,12000,14.11,0.38,0,3,1
22.0,36000,3,0,5,13750,21.21,0.36,1,4,1
22.0,30000,3,3,1,5000,12.69,0.17,0,3,1
22.0,36100,3,4,1,14000,7.29,0.39,0,2,1
22.0,54000,3,6,0,4500,6.62,0.08,0,2,1
22.0,42000,3,6,4,16750,10.62,0.4,0,4,1
22.0,73000,3,6,0,7000,16.29,0.1,1,2,1
22.0,34000,3,6,4,10000,10.99,0.29,0,2,1
22.0,79650,3,6,2,17000,14.09,0.22,0,3,1
22.0,33000,3,6,2,6000,12.68,0.18,0,2,1
22.0,66000,3,2,1,16000,10.62,0.25,0,2,1
22.0,25000,0,5,2,5000,16.35,0.02,1,2,1
22.0,45000,3,6,1,10000,11.14,0.22,0,4,1
22.0,35000,3,5,1,13000,10.0,0.38,0,2,1
22.0,30000,3,2,0,1200,15.21,0.04,1,4,1
22.0,54000,3,1,0,15000,14.42,0.28,0,2,1
22.0,33000,0,6,4,7500,15.05,0.22,1,4,1
22.0,29000,3,0,2,4000,12.73,0.14,1,4,1
22.0,52800,3,6,0,7500,16.29,0.15,0,4,1
22.0,27000,3,3,3,9000,13.79,0.33,1,3,1
22.0,24000,3,2,1,4000,15.65,0.17,1,3,1
22.0,59000,0,6,3,20000,11.49,0.34,0,2,1
22.0,42000,3,6,4,10000,5.42,0.24,0,4,1
22.0,74000,0,4,5,25000,14.38,0.34,1,3,1
22.0,31200,3,0,3,15000,9.32,0.48,0,2,1
22.0,58650,3,6,3,15000,15.05,0.22,0,4,1
22.0,36000,3,1,1,6800,19.13,0.19,0,2,1
22.0,60000,3,6,4,2000,8.49,0.03,0,4,1
22.0,62900,0,6,3,10000,14.84,0.14,0,2,1
22.0,59000,3,4,1,19000,13.49,0.31,1,2,1
22.0,30000,3,2,0,10000,10.37,0.33,0,3,1
22.0,32000,3,1,0,2500,13.22,0.08,1,4,1
22.0,46000,0,3,4,11000,15.62,0.24,0,2,1
22.0,42000,3,0,0,14500,14.5,0.33,0,3,1
22.0,30000,3,0,0,10000,6.62,0.33,0,3,1
22.0,30000,3,0,4,8000,14.84,0.27,1,3,1
22.0,39000,3,3,3,10000,15.95,0.26,0,4,1
22.0,36000,3,2,1,8000,15.31,0.22,1,3,1
22.0,59000,0,6,3,7200,14.96,0.1,1,2,1
22.0,37000,3,2,1,4800,11.83,0.13,0,4,1
22.0,25000,3,0,3,10500,7.66,0.4,0,3,1
22.0,36000,3,6,1,12000,7.51,0.33,0,4,1
22.0,49000,0,7,0,14000,16.32,0.29,1,3,1
22.0,34000,3,2,0,3000,21.74,0.09,1,4,1
22.0,44000,3,0,1,8500,5.79,0.19,0,4,1
22.0,69000,0,1,2,8400,15.99,0.12,0,3,1
22.0,30000,3,0,1,12000,11.48,0.4,0,3,1
22.0,48000,3,1,4,15000,14.65,0.31,0,2,1
22.0,38000,3,7,4,12000,10.36,0.32,0,2,1
22.0,26000,3,4,5,8500,8.88,0.34,0,4,1
22.0,38004,3,7,1,13500,11.49,0.36,0,3,1
22.0,31800,3,6,0,12000,5.42,0.38,0,3,1
22.0,58650,3,3,5,16800,16.77,0.29,1,3,1
22.0,36000,3,6,4,7000,10.74,0.19,0,3,1
22.0,34000,0,6,3,10750,16.45,0.32,1,3,1
22.0,34000,3,1,4,15000,7.9,0.44,0,4,1
22.0,18000,3,0,1,3000,15.27,0.17,0,3,1
22.0,39000,0,0,5,6500,14.61,0.16,1,4,1
22.0,27800,3,6,1,14125,6.99,0.51,0,3,1
22.0,54000,3,6,0,4800,11.71,0.09,0,3,1
22.0,49000,3,1,1,8000,11.49,0.16,0,4,1
22.0,91800,3,0,3,16000,14.54,0.16,1,3,1
22.0,48000,3,6,0,15000,10.65,0.31,0,3,1
22.0,31000,3,1,0,2500,13.61,0.08,0,4,1
22.0,83000,3,3,4,16000,15.31,0.19,0,4,1
22.0,30000,3,3,5,10000,7.51,0.33,0,3,1
22.0,33150,3,0,5,11500,12.98,0.35,1,4,1
22.0,32000,3,1,2,7000,15.27,0.22,1,2,1
22.0,69000,0,6,0,4900,15.99,0.07,0,4,1
22.0,25200,3,0,1,8000,11.86,0.32,0,4,1
22.0,75000,3,3,2,15000,11.71,0.2,0,3,1
22.0,42500,3,1,1,15000,13.16,0.35,1,2,1
22.0,39000,3,6,1,5000,15.21,0.13,1,2,1
22.0,69600,3,6,0,1350,15.31,0.02,0,4,1
22.0,48000,3,1,2,3000,10.62,0.06,0,2,1
22.0,26000,0,2,4,8000,14.65,0.31,0,3,1
22.0,18000,3,0,3,3000,14.22,0.17,1,2,1
22.0,30000,3,1,3,8500,7.51,0.28,0,2,1
22.0,30000,3,6,5,10000,11.49,0.33,0,4,1
22.0,36000,3,2,4,10000,16.07,0.28,0,3,1
22.0,64000,0,2,1,16000,15.95,0.25,1,3,1
22.0,60000,3,0,5,24000,7.9,0.4,0,3,1
22.0,30000,3,4,1,10000,10.37,0.33,0,2,1
22.0,48996,3,3,0,6000,14.11,0.12,0,4,1
22.0,44000,3,6,5,20000,15.21,0.45,1,4,1
22.0,39000,0,3,0,11000,16.77,0.28,0,4,1
22.0,43000,3,6,1,15000,12.87,0.35,0,2,1
22.0,41000,3,6,4,8000,15.62,0.2,0,3,1
22.0,40000,3,1,0,15000,9.99,0.38,0,4,1
22.0,30000,3,4,4,15000,6.91,0.5,0,2,1
22.0,30000,3,1,5,12000,7.51,0.4,0,4,1
22.0,34000,3,1,3,5000,13.79,0.15,1,2,1
22.0,64000,3,7,5,20000,16.45,0.31,1,4,1
22.0,30000,3,6,5,12000,13.49,0.4,0,2,1
22.0,44000,3,6,1,12000,15.58,0.27,0,4,1
22.0,54000,3,6,0,19400,15.7,0.35,1,3,1
22.0,62900,3,2,1,15000,14.96,0.22,1,2,1
22.0,59000,3,2,1,15000,11.83,0.25,0,4,1
22.0,30000,3,3,2,10000,13.24,0.33,1,4,1
22.0,30000,3,4,4,10000,14.42,0.33,0,2,1
22.0,29000,3,0,2,10000,6.54,0.34,0,2,1
22.0,42000,3,3,1,3200,10.38,0.08,0,4,1
22.0,30000,3,2,4,10000,11.71,0.33,0,2,1
22.0,60000,3,6,5,24250,7.9,0.42,0,2,1
22.0,72000,0,2,1,9500,11.89,0.13,0,3,1
22.0,39000,3,2,3,15000,11.49,0.38,0,4,1
22.0,30000,3,1,3,14400,11.71,0.48,0,2,1
22.0,49000,3,4,3,15000,14.61,0.31,1,3,1
22.0,30000,3,0,1,10000,14.84,0.33,1,3,1
22.0,30000,3,2,5,10000,10.28,0.33,1,2,1
22.0,62900,0,7,3,20000,14.84,0.27,0,4,1
22.0,35000,3,1,1,15000,11.14,0.43,0,2,1
22.0,39000,3,4,1,12000,10.38,0.31,0,2,1
22.0,24947,3,1,5,6250,14.74,0.27,0,4,1
22.0,60000,3,0,4,8000,16.77,0.13,1,3,1
22.0,57800,0,0,3,16000,16.45,0.24,0,2,1
22.0,24000,3,1,5,10000,7.51,0.42,0,4,1
22.0,59000,3,6,0,8000,14.27,0.14,1,3,1
22.0,30000,3,3,1,11000,5.79,0.37,0,4,1
22.0,30900,3,1,2,6000,12.61,0.19,1,4,1
22.0,48000,3,3,1,16000,11.89,0.31,0,3,1
22.0,33996,3,6,3,10000,15.95,0.29,0,4,1
22.0,49000,3,6,2,3500,12.69,0.07,0,3,1
22.0,30000,3,4,3,5000,11.41,0.17,0,4,1
22.0,30000,3,3,5,10000,13.49,0.33,0,2,1
22.0,9600,3,2,5,1750,17.43,0.18,0,2,1
22.0,91800,0,2,0,8400,14.84,0.09,1,3,1
22.0,44000,3,1,5,4500,15.27,0.1,0,2,1
22.0,34100,3,2,4,2000,16.77,0.06,1,3,1
22.0,78000,3,0,2,5000,14.96,0.06,1,3,1
22.0,36000,3,0,4,10000,15.99,0.28,0,3,1
22.0,15996,3,3,3,5000,15.31,0.3,1,3,1
22.0,36000,3,2,0,5000,12.61,0.14,0,2,1
22.0,64600,0,6,1,2000,14.26,0.03,1,4,1
22.0,49000,3,2,0,12000,16.02,0.24,1,3,1
22.0,30000,3,2,3,12000,10.39,0.4,0,4,1
22.0,44000,3,1,5,17000,15.58,0.38,1,4,1
22.0,40000,3,2,0,14000,14.27,0.35,0,2,1
22.0,26400,3,0,0,12000,18.25,0.45,0,3,1
22.0,14400,3,0,5,4000,14.17,0.28,0,2,1
22.0,24000,3,0,1,2750,10.99,0.11,0,4,1
22.0,62900,3,2,3,16000,14.96,0.22,0,3,1
22.0,31200,3,3,5,10000,10.37,0.32,0,4,1
22.0,35000,3,2,1,18000,10.25,0.49,0,2,1
22.0,42000,3,0,3,6000,15.62,0.14,1,3,1
22.0,38000,3,7,0,12000,17.56,0.32,0,3,1
22.0,18000,3,1,2,6000,13.49,0.33,1,3,1
22.0,29244,3,1,5,12000,13.3,0.41,1,2,1
22.0,60000,3,6,0,8000,15.21,0.13,0,2,1
22.0,25568,3,6,5,12000,16.49,0.47,0,4,1
22.0,24000,3,0,0,12000,9.64,0.5,0,2,1
22.0,52000,3,6,3,7000,13.85,0.13,0,4,1
22.0,30000,3,6,4,10000,6.17,0.33,0,4,1
22.0,30000,3,0,0,5000,16.77,0.17,0,4,1
22.0,30000,3,4,1,10000,13.22,0.33,0,3,1
22.0,32400,3,2,5,10000,13.11,0.31,0,2,1
22.0,108000,0,0,0,14000,14.42,0.13,0,3,1
22.0,52000,3,5,5,18000,9.45,0.35,0,2,1
22.0,36628,0,4,3,5000,15.62,0.14,0,4,1
22.0,45900,3,5,1,15000,13.55,0.34,1,2,1
22.0,37200,3,4,4,10000,7.49,0.27,0,4,1
22.0,39000,0,3,0,5600,17.49,0.14,0,4,1
22.0,59000,3,3,2,2500,14.74,0.04,0,4,1
22.0,32004,3,3,4,10000,10.83,0.31,0,2,1
22.0,60000,3,6,0,17000,17.19,0.28,0,4,1
22.0,30000,3,0,5,13250,15.65,0.44,0,2,1
22.0,70000,3,6,2,23000,14.96,0.32,0,3,1
22.0,45996,3,0,0,20000,16.0,0.43,1,3,1
22.0,35280,3,3,3,4000,15.62,0.11,1,3,1
22.0,27000,3,6,1,11000,10.65,0.41,0,4,1
22.0,30000,3,1,1,10000,13.22,0.33,1,4,1
22.0,47004,3,1,1,15000,11.58,0.32,0,3,1
22.0,37200,3,4,4,13000,7.49,0.34,0,2,1
22.0,40525,0,6,1,4800,14.96,0.12,1,4,1
22.0,30000,3,1,2,3000,9.63,0.1,0,4,1
22.0,30000,3,6,1,3000,15.99,0.1,0,2,1
22.0,19200,3,2,4,6250,13.72,0.33,0,2,1
22.0,50000,3,6,3,17000,10.62,0.34,0,3,1
22.0,70000,3,1,5,7000,15.88,0.1,0,3,1
22.0,29361,3,0,0,8000,13.11,0.28,0,2,1
22.0,36000,3,6,0,12800,14.74,0.36,0,3,1
22.0,26000,3,7,3,7200,15.96,0.27,0,4,1
22.0,32400,3,2,0,10000,9.91,0.31,0,4,1
22.0,30000,0,0,4,2000,7.37,0.07,0,3,1
22.0,28000,3,6,5,12000,12.53,0.42,0,4,1
22.0,30000,3,5,3,8000,12.69,0.27,0,3,1
22.0,30000,3,1,0,10000,7.29,0.33,0,4,1
22.0,54000,0,5,3,5000,11.99,0.09,0,3,1
