age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,max_allowed_loan
24.0,14400,3,3,0,1800,12.73,0.12,0,4,15470
21.0,20000,3,3,1,5500,5.42,0.27,0,4,15484
23.0,14400,3,0,1,1000,11.49,0.07,0,4,15553
21.0,18000,3,1,1,3300,11.99,0.17,0,2,15588
33.0,10140,2,2,1,1000,7.29,0.1,0,10,15721
23.0,15600,3,0,1,2000,14.27,0.13,0,4,15930
25.0,16800,3,0,0,5000,11.36,0.3,0,3,15982
22.0,20000,3,6,1,6000,7.49,0.3,0,4,15983
21.0,20000,2,5,1,5000,7.29,0.25,0,2,15985
21.0,20000,2,2,4,5000,8.59,0.25,0,2,15985
21.0,20000,2,5,5,5000,5.99,0.25,0,4,15985
22.0,22000,0,1,5,8000,10.99,0.36,0,3,16180
21.0,20000,3,5,1,4800,11.99,0.24,0,2,16185
21.0,20000,3,2,3,4750,10.37,0.24,0,3,16236
21.0,20000,2,5,1,4750,11.83,0.24,0,2,16236
21.0,21200,3,0,1,6000,9.32,0.28,0,4,16244
24.0,14400,3,2,1,1000,7.51,0.07,0,4,16272
22.0,16200,3,0,5,1500,13.99,0.09,1,3,16311
22.0,16800,3,3,1,2000,10.99,0.12,0,2,16470
22.0,20000,3,2,3,5500,12.21,0.26,0,2,16484
21.0,20000,3,3,3,4500,11.71,0.22,0,3,16486
25.0,17004,2,5,4,4750,9.88,0.28,0,2,16488
21.0,18000,3,3,1,2400,11.99,0.13,0,4,16490
21.0,18000,3,2,5,2400,11.46,0.13,0,4,16490
24.0,24000,0,8,3,12000,7.14,0.5,0,4,16774
21.0,21000,3,3,5,5175,11.49,0.25,0,2,16860
23.0,20000,3,0,3,6000,11.86,0.3,0,3,16982
23.0,20000,3,5,5,6000,9.25,0.3,0,4,16982
23.0,20000,3,7,4,6000,12.69,0.3,0,3,16982
22.0,20000,2,3,1,5000,11.83,0.25,0,4,16984
22.0,20000,3,1,4,5000,10.59,0.25,0,4,16984
22.0,20000,3,2,4,5000,9.88,0.25,0,2,16984
22.0,20000,2,5,1,5000,10.99,0.25,0,2,16984
22.0,20000,3,2,3,5000,11.86,0.25,0,4,16984
21.0,21000,3,5,3,5000,11.71,0.24,0,3,17035
21.0,21000,3,5,1,5000,12.69,0.24,0,3,17035
22.0,21000,3,2,0,6000,7.9,0.28,0,3,17083
22.0,19200,2,0,1,4000,15.21,0.21,1,2,17106
21.0,24000,2,5,5,8000,7.29,0.33,0,5,17181
22.0,20000,2,0,5,4800,7.14,0.24,0,2,17185
26.0,14400,3,0,5,1500,12.99,0.1,1,4,17210
21.0,25000,0,5,4,9000,6.03,0.36,0,3,17230
22.0,20000,3,0,4,4750,8.0,0.24,0,4,17235
22.0,21600,3,0,4,6500,9.91,0.3,0,3,17242
21.0,21600,2,0,0,5400,14.54,0.25,1,4,17265
22.0,27800,2,2,4,13250,11.71,0.51,0,4,17305
23.0,17688,3,0,4,3000,11.11,0.15,0,3,17329
22.0,24000,0,1,1,9000,12.21,0.38,0,4,17379
21.0,18000,3,3,3,1500,11.14,0.08,0,3,17392
21.0,18000,3,0,1,1500,10.37,0.08,0,2,17392
21.0,18000,3,0,0,1500,12.87,0.08,1,2,17392
27.0,14400,3,0,0,2000,10.65,0.14,0,9,17428
23.0,20000,3,6,0,5500,10.99,0.28,0,3,17483
22.0,20000,2,1,1,4500,8.59,0.23,0,4,17485
22.0,20000,3,5,1,4500,9.99,0.22,0,2,17485
21.0,20000,3,5,1,3500,13.11,0.17,1,2,17488
22.0,24000,0,2,1,8875,11.49,0.36,0,3,17504
21.0,21000,3,2,4,4500,13.99,0.21,1,3,17536
21.0,24996,2,2,3,8500,7.51,0.35,0,2,17726
25.0,17400,0,0,3,4000,11.83,0.25,0,3,17734
21.0,25000,2,5,5,8400,7.29,0.34,0,4,17831
21.0,18000,3,0,3,1000,14.72,0.06,1,4,17893
27.0,17000,3,2,1,5000,14.22,0.29,1,6,17931
22.0,30000,2,0,1,15000,11.48,0.5,0,4,17973
22.0,30000,3,7,1,15000,14.42,0.5,0,3,17973
25.0,24000,2,2,2,12000,7.51,0.5,0,3,17973
23.0,20000,3,3,3,5000,11.86,0.25,0,4,17984
23.0,20000,2,5,1,5000,6.03,0.25,0,3,17984
22.0,20000,3,2,4,4000,11.89,0.2,0,3,17986
22.0,20000,3,2,4,4000,13.79,0.2,0,4,17986
21.0,20000,3,3,4,3000,10.99,0.15,0,4,17988
21.0,20000,3,3,1,3000,11.99,0.15,0,4,17988
22.0,21000,3,2,3,5000,11.86,0.24,0,4,18084
23.0,28800,0,1,1,15000,16.4,0.51,0,4,18092
21.0,25000,2,1,1,8125,6.99,0.33,0,4,18106
21.0,19200,3,3,1,2000,12.69,0.1,0,4,18151
70.0,14400,3,0,3,2000,10.65,0.14,0,21,18160
21.0,24000,3,2,1,7000,8.49,0.29,0,3,18182
21.0,24000,2,2,1,7000,12.42,0.29,0,2,18182
21.0,24996,2,5,1,8000,11.26,0.32,0,4,18227
21.0,24996,2,5,1,8000,7.51,0.32,0,3,18227
21.0,24996,0,0,0,8000,5.99,0.32,0,3,18227
22.0,25000,2,6,5,9250,7.49,0.37,0,2,18229
21.0,25000,2,5,1,8000,14.84,0.32,1,4,18231
21.0,23000,3,0,3,5900,9.99,0.26,0,2,18234
22.0,24000,2,3,5,8000,11.99,0.33,0,4,18380
22.0,18000,0,6,5,1400,13.49,0.08,1,2,18392
27.0,14400,3,0,0,1000,11.86,0.07,0,8,18431
21.0,21600,3,0,3,4200,9.99,0.19,0,4,18466
21.0,20000,3,0,4,2500,13.49,0.13,1,3,18490
21.0,20000,2,2,1,2500,15.58,0.13,1,2,18490
23.0,20520,3,0,3,5000,9.99,0.24,0,4,18582
23.0,23148,2,0,5,8000,11.86,0.35,0,4,18600
21.0,21600,3,0,0,4000,13.49,0.19,0,2,18667
23.0,25000,2,5,1,10000,8.0,0.4,0,4,18727
21.0,25000,0,0,5,7500,12.84,0.3,1,4,18732
21.0,25000,2,5,5,7500,6.76,0.3,0,4,18732
22.0,22500,3,0,1,6000,13.22,0.27,1,4,18733
21.0,31200,2,5,5,14000,8.63,0.45,0,3,18735
28.0,15000,3,0,3,2250,13.49,0.15,1,8,18737
22.0,30000,0,3,5,14200,11.14,0.47,0,4,18774
22.0,28000,0,5,1,12000,9.91,0.43,0,2,18776
23.0,22000,3,2,4,6500,11.71,0.3,0,3,18781
29.0,14400,3,0,5,2000,11.49,0.14,0,5,18867
22.0,24000,2,6,4,7500,5.99,0.33,0,2,18881
24.0,20000,3,0,4,5000,6.91,0.25,0,4,18983
24.0,20000,2,8,2,5000,8.59,0.25,0,3,18983
23.0,20000,3,1,5,4000,12.21,0.2,0,2,18985
22.0,26400,0,1,5,10000,14.79,0.38,1,2,19018
22.0,23000,3,3,1,6250,12.73,0.27,0,4,19033
22.0,21000,3,0,4,4000,11.12,0.19,0,2,19086
22.0,19200,3,0,5,2000,8.59,0.1,0,3,19110
22.0,19200,3,1,4,2000,10.36,0.1,0,4,19110
22.0,24000,2,0,1,7200,7.49,0.3,0,4,19181
22.0,24000,3,1,3,7200,11.83,0.3,0,2,19181
21.0,24000,3,3,1,6000,7.51,0.25,0,2,19184
21.0,24000,3,1,1,6000,7.51,0.25,0,4,19184
21.0,24000,3,5,4,6000,10.36,0.25,0,4,19184
21.0,24000,2,1,3,6000,12.68,0.25,0,4,19184
21.0,24000,3,5,0,6000,10.75,0.25,0,4,19184
21.0,24000,2,0,3,6000,12.53,0.25,0,4,19184
21.0,24000,3,5,3,6000,9.32,0.25,0,4,19184
23.0,18000,3,2,5,1500,12.53,0.08,1,4,19191
21.0,25000,3,2,3,7000,9.25,0.28,0,2,19232
23.0,19200,3,0,3,2800,7.49,0.15,0,3,19268
21.0,20000,3,0,3,1675,14.27,0.08,1,4,19316
23.0,21600,3,2,1,5500,6.62,0.25,0,3,19323
21.0,27000,0,5,1,9000,13.85,0.33,0,4,19330
24.0,27000,2,2,5,13000,12.29,0.46,0,4,19373
21.0,28000,2,5,1,10000,7.88,0.36,0,3,19379
22.0,24000,2,0,5,7000,8.94,0.29,0,3,19382
22.0,24000,3,3,5,7000,7.49,0.29,0,2,19382
22.0,24000,3,2,3,7000,7.29,0.29,0,3,19382
22.0,24000,3,1,1,7000,11.36,0.29,0,4,19382
22.0,24000,2,6,5,7000,8.59,0.29,0,4,19382
22.0,24000,0,1,1,7000,10.99,0.29,0,3,19382
31.0,16800,0,0,4,6600,11.49,0.39,0,6,19415
23.0,21600,3,0,3,5400,7.49,0.25,0,2,19423
21.0,29004,2,4,1,11000,10.75,0.38,0,4,19432
21.0,25200,3,3,0,7000,11.36,0.27,0,3,19442
23.0,30000,0,7,4,15000,12.98,0.5,1,2,19472
21.0,30000,0,5,0,12000,5.79,0.4,0,3,19477
22.0,25000,2,1,5,8000,12.98,0.32,1,3,19480
21.0,20000,3,2,5,1500,12.84,0.08,1,3,19492
24.0,24000,2,1,2,9250,8.94,0.39,0,3,19527
23.0,24000,3,2,0,8000,7.88,0.33,0,3,19579
23.0,24000,2,1,3,8000,13.98,0.33,1,2,19579
22.0,20000,3,2,3,2400,11.86,0.13,0,3,19589
23.0,21000,3,2,1,4500,6.76,0.21,0,4,19635
24.0,21000,3,3,3,5500,7.88,0.26,0,3,19682
21.0,26400,3,3,5,8000,8.88,0.3,0,2,19701
21.0,26400,3,2,3,8000,12.42,0.3,0,4,19701
23.0,19176,3,0,0,2300,13.16,0.12,1,2,19741
34.0,14000,3,2,5,4000,11.49,0.29,0,7,19778
24.0,18000,3,2,4,1800,12.42,0.1,0,4,19790
62.0,21000,3,2,3,6250,9.91,0.28,0,24,19790
21.0,20000,3,0,3,1200,10.99,0.06,0,4,19793
21.0,25000,3,3,1,6400,10.91,0.26,0,3,19833
27.0,24000,2,0,4,12500,11.71,0.5,0,8,19870
24.0,24996,0,2,1,10000,9.45,0.4,0,2,19971
25.0,24000,0,5,3,10000,9.76,0.42,0,3,19975
24.0,25000,0,4,4,10000,7.66,0.4,0,4,19976
22.0,24996,3,4,0,7500,12.98,0.3,0,3,19977
25.0,20000,3,0,3,5000,12.87,0.25,1,3,19982
25.0,20000,3,5,3,5000,13.49,0.25,1,3,19982
24.0,20000,0,9,3,4000,15.96,0.2,1,4,19985
24.0,20000,3,0,3,4000,13.8,0.2,1,4,19985
23.0,20000,3,2,1,3000,10.65,0.15,0,2,19987
23.0,18700,3,2,1,1500,10.99,0.08,0,3,19996
24.0,19200,3,1,3,3000,13.22,0.16,0,2,20027
21.0,24996,3,3,0,6200,12.53,0.25,0,4,20029
23.0,23000,2,3,1,6400,11.14,0.28,0,2,20032
23.0,19176,3,5,5,2000,11.89,0.1,0,2,20042
23.0,19200,3,1,1,2000,10.59,0.1,0,3,20070
29.0,18000,2,2,4,6000,8.9,0.33,0,5,20078
23.0,24000,0,1,1,7500,7.74,0.31,0,4,20080
24.0,18000,3,3,1,1500,10.65,0.08,0,2,20091
24.0,18000,3,3,1,1500,11.36,0.08,0,3,20091
22.0,32000,2,1,5,15000,13.48,0.47,0,4,20173
26.0,20000,3,3,4,5800,8.94,0.3,0,2,20180
28.0,18000,3,6,1,5000,9.96,0.28,0,9,20180
25.0,20000,0,0,3,4800,8.0,0.24,0,2,20183
25.0,20000,3,0,3,4800,11.86,0.24,0,4,20183
21.0,24000,3,5,1,5000,13.22,0.21,0,3,20185
21.0,24000,3,5,1,5000,10.99,0.21,0,3,20185
21.0,24000,2,1,5,5000,11.89,0.21,0,2,20185
21.0,24000,3,1,1,5000,7.74,0.21,0,3,20185
21.0,24000,3,4,3,5000,14.27,0.21,0,2,20185
21.0,24000,3,0,5,5000,7.88,0.21,0,2,20185
21.0,24000,0,5,1,5000,14.72,0.21,1,2,20185
21.0,24000,3,5,0,5000,10.25,0.21,0,4,20185
21.0,24000,3,1,3,5000,10.99,0.21,0,3,20185
21.0,24000,3,0,1,5000,9.99,0.21,0,3,20185
21.0,24000,3,5,1,5000,14.72,0.21,1,4,20185
21.0,26400,2,6,5,7500,8.32,0.28,0,2,20202
21.0,28800,2,2,5,10000,10.99,0.35,0,2,20219
23.0,25000,2,3,1,8500,12.18,0.34,0,2,20229
21.0,24996,3,6,4,6000,14.26,0.24,1,2,20230
21.0,24996,3,2,0,6000,11.83,0.24,0,4,20230
21.0,25000,2,5,5,6000,-11.14,0.23,0,3,20234
21.0,25000,3,0,1,6000,7.14,0.24,0,2,20234
21.0,25000,2,6,4,6000,8.49,0.24,0,2,20234
21.0,25000,0,6,5,6000,9.99,0.24,0,4,20234
24.0,24000,0,4,4,8500,12.87,0.35,0,2,20278
22.0,25000,2,2,3,7200,9.88,0.3,0,3,20281
22.0,25000,3,1,3,7200,12.73,0.29,1,2,20281
21.0,26004,0,4,5,7000,7.88,0.27,0,3,20287
22.0,23004,3,2,1,5000,10.75,0.22,0,4,20289
22.0,20640,3,2,5,2400,13.72,0.11,1,3,20293
23.0,21600,3,7,1,4500,13.49,0.21,1,3,20325
27.0,24000,3,0,3,12000,10.74,0.5,0,5,20370
22.0,24000,3,5,1,6000,6.62,0.25,0,4,20383
22.0,24000,3,6,5,6000,9.99,0.25,0,2,20383
22.0,24000,2,3,4,6000,11.83,0.25,0,2,20383
22.0,24000,3,2,3,6000,10.99,0.25,0,3,20383
22.0,24000,3,4,3,6000,11.36,0.25,0,3,20383
22.0,24000,3,0,1,6000,8.0,0.25,0,2,20383
22.0,24000,2,1,1,6000,11.36,0.25,0,3,20383
22.0,24000,2,6,4,6000,12.99,0.25,1,3,20383
22.0,24000,2,3,3,6000,14.61,0.25,1,4,20383
22.0,24000,3,3,3,6000,7.14,0.25,0,3,20383
21.0,22800,3,0,1,3500,12.61,0.15,0,2,20428
21.0,29000,0,5,3,10000,10.99,0.34,0,2,20429
21.0,29000,0,6,4,10000,14.26,0.33,0,4,20429
23.0,23000,3,0,1,6000,7.74,0.26,0,3,20432
21.0,25200,3,1,1,6000,7.9,0.23,0,4,20444
21.0,25200,3,1,4,6000,13.48,0.24,0,2,20444
24.0,20400,3,1,0,4000,15.23,0.2,1,2,20465
22.0,25000,3,2,3,7000,8.9,0.28,0,4,20482
22.0,25000,2,2,5,7000,13.61,0.28,0,2,20482
21.0,31200,2,3,3,12250,11.99,0.39,0,3,20487
23.0,20000,3,0,1,2500,13.22,0.13,1,4,20489
22.0,25920,2,7,3,8000,15.58,0.31,0,3,20492
22.0,26400,0,4,5,8500,7.51,0.32,0,3,20520
23.0,24000,3,5,3,7000,12.99,0.29,0,2,20581
23.0,24000,3,0,1,7000,13.49,0.29,0,3,20581
23.0,24000,3,4,5,7000,10.99,0.29,0,2,20581
26.0,20000,3,3,5,5400,7.9,0.27,0,4,20581
26.0,20000,3,5,3,5400,11.49,0.28,0,4,20581
25.0,20000,3,0,3,4400,11.89,0.22,0,2,20583
22.0,26004,3,1,1,8000,11.99,0.29,0,4,20585
28.0,15600,3,3,5,1200,14.17,0.07,1,8,20630
26.0,18000,3,4,5,2700,10.75,0.14,0,3,20686
21.0,26400,3,3,1,7000,10.96,0.27,0,4,20702
23.0,25000,2,1,1,8000,10.99,0.32,0,4,20729
23.0,25000,0,7,1,8000,14.72,0.32,0,4,20729
21.0,25000,0,5,5,5500,7.51,0.21,0,2,20734
31.0,15000,2,0,5,2500,13.16,0.15,1,7,20735
22.0,28896,0,2,0,11000,12.73,0.37,1,4,20763
22.0,30000,2,0,1,12200,11.14,0.41,0,3,20776
21.0,26000,0,5,3,6500,10.74,0.24,0,2,20783
21.0,26000,3,1,4,6500,9.99,0.25,0,3,20783
22.0,24000,3,4,3,5600,5.42,0.23,0,4,20784
22.0,24000,3,3,4,5600,5.42,0.23,0,2,20784
22.0,23000,3,5,5,4500,10.37,0.2,0,3,20785
22.0,23000,0,0,1,4500,6.39,0.19,0,3,20785
24.0,22356,3,8,5,6000,11.12,0.27,0,3,20809
27.0,17676,3,1,4,3000,14.72,0.17,1,10,20848
22.0,24000,3,0,0,5500,8.94,0.22,0,4,20884
22.0,24000,3,3,0,5500,7.9,0.23,0,3,20884
22.0,24000,3,1,4,5500,10.99,0.22,0,4,20884
21.0,24689,3,2,0,5000,6.92,0.2,0,2,20909
26.0,25000,2,5,2,11500,15.57,0.46,1,4,20972
22.0,30000,0,6,1,12000,13.49,0.4,1,4,20976
22.0,30000,0,2,1,12000,12.42,0.4,0,4,20976
22.0,30000,0,6,0,12000,11.71,0.4,0,3,20976
22.0,30000,0,3,5,12000,7.51,0.4,0,4,20976
21.0,30000,0,3,5,10500,6.62,0.35,0,3,20978
22.0,24996,3,2,0,6500,13.61,0.28,0,2,20978
24.0,22500,3,2,1,6000,7.14,0.27,0,4,20981
22.0,25000,3,5,0,6500,8.9,0.26,0,4,20982
26.0,20000,3,2,5,5000,6.99,0.25,0,4,20982
26.0,20000,3,4,3,5000,8.59,0.25,0,3,20982
26.0,20000,3,5,5,5000,5.79,0.25,0,2,20982
26.0,20000,3,1,4,5000,13.79,0.25,1,3,20982
26.0,20000,3,4,1,5000,11.71,0.25,0,3,20982
25.0,20000,3,0,0,4000,7.29,0.2,0,4,20984
25.0,18000,3,0,3,1500,11.14,0.08,0,4,20990
21.0,24300,2,3,3,4500,6.62,0.19,0,2,21001
24.0,19200,3,3,1,2000,14.22,0.1,1,4,21029
24.0,24000,0,3,2,7750,7.49,0.36,0,2,21029
21.0,26000,3,3,3,6250,7.49,0.24,0,2,21033
21.0,28000,3,5,1,8300,9.99,0.3,0,2,21081
21.0,27600,3,1,3,7800,10.99,0.28,0,2,21161
28.0,18000,2,5,2,4000,7.88,0.22,0,6,21182
24.0,21000,3,3,1,4000,7.88,0.19,0,2,21185
21.0,24000,3,0,3,4000,7.9,0.17,0,3,21187
21.0,24000,0,5,1,4000,10.59,0.17,0,4,21187
21.0,24000,3,5,3,4000,13.49,0.17,0,4,21187
22.0,25200,3,1,4,6500,7.66,0.26,0,2,21202
21.0,26886,2,0,1,7000,7.14,0.26,0,2,21213
25.0,28800,0,3,0,14750,11.12,0.49,0,3,21220
25.0,25000,0,1,5,10000,7.66,0.4,0,2,21225
21.0,24996,3,3,5,5000,9.99,0.2,0,3,21231
21.0,24996,3,5,5,5000,9.91,0.2,0,3,21231
21.0,24996,2,5,5,5000,7.49,0.2,0,4,21231
21.0,24996,3,3,5,5000,8.49,0.2,0,3,21231
21.0,24996,3,0,0,5000,12.98,0.2,1,3,21231
22.0,20400,3,0,1,1200,7.88,0.06,0,2,21232
25.0,21000,3,2,0,5000,9.99,0.24,0,3,21232
21.0,25000,3,5,3,5000,7.49,0.2,0,2,21235
21.0,25000,2,2,3,5000,10.38,0.2,0,3,21235
21.0,25000,3,6,5,5000,10.65,0.2,0,3,21235
21.0,25000,3,4,1,5000,7.14,0.2,0,3,21235
21.0,25000,2,5,5,5000,7.51,0.2,0,4,21235
23.0,20000,3,3,1,1750,10.95,0.09,0,2,21240
22.0,25000,0,6,3,6200,6.03,0.26,0,4,21283
21.0,26000,3,5,4,6000,12.42,0.23,0,3,21284
21.0,26000,3,5,1,6000,10.59,0.23,0,3,21284
22.0,25200,3,0,3,6400,12.73,0.27,1,2,21302
22.0,21600,3,2,0,2400,12.18,0.11,0,4,21349
22.0,26000,3,0,3,7200,12.42,0.29,0,4,21381
22.0,24000,3,2,0,5000,10.75,0.21,0,2,21384
22.0,24000,0,1,5,5000,9.32,0.21,0,2,21384
22.0,24000,3,0,3,5000,11.86,0.21,0,2,21384
22.0,24000,3,0,1,5000,12.53,0.21,0,3,21384
22.0,24000,2,1,4,5000,15.37,0.21,1,4,21384
22.0,24000,3,3,3,5000,10.62,0.21,0,4,21384
22.0,24000,2,2,5,5000,11.49,0.21,0,3,21384
22.0,24000,2,6,1,5000,16.0,0.21,1,3,21384
22.0,24000,3,1,3,5000,13.98,0.21,1,2,21384
22.0,24000,3,3,1,5000,10.99,0.21,0,3,21384
22.0,24000,3,1,5,5000,10.59,0.21,0,4,21384
22.0,24000,3,6,3,5000,12.99,0.21,1,2,21384
22.0,24000,3,0,1,5000,10.59,0.21,0,3,21384
22.0,24000,3,4,3,5000,10.65,0.21,0,3,21384
22.0,24000,3,4,1,5000,7.49,0.21,0,4,21384
22.0,24000,3,5,3,5000,6.54,0.21,0,2,21384
22.0,24000,3,2,1,5000,6.92,0.21,0,3,21384
22.0,24000,3,3,3,5000,12.53,0.21,1,2,21384
22.0,24000,3,4,0,5000,14.22,0.21,0,3,21384
22.0,30422,2,6,1,12000,12.18,0.39,0,4,21440
23.0,31200,0,0,4,14400,9.45,0.45,0,4,21452
21.0,28550,3,3,1,8500,14.35,0.29,1,2,21458
21.0,27600,3,3,4,7500,11.14,0.27,0,3,21462
25.0,23196,0,0,2,7500,11.89,0.32,0,4,21473
23.0,30000,3,2,5,13000,6.99,0.43,0,2,21474
23.0,30000,0,7,3,13000,13.16,0.4,1,4,21474
24.0,25000,2,2,5,8500,13.43,0.34,1,4,21478
21.0,30000,3,2,5,10000,10.75,0.33,0,4,21479
21.0,30000,2,4,3,10000,6.03,0.33,0,3,21479
27.0,20000,3,1,3,5500,13.11,0.28,0,5,21480
27.0,20000,3,2,5,5500,7.49,0.28,0,6,21480
21.0,24996,3,5,0,4750,9.99,0.2,0,4,21481
22.0,25000,3,6,3,6000,9.67,0.24,0,3,21483
22.0,25000,3,6,5,6000,9.91,0.24,0,4,21483
22.0,25000,3,0,1,6000,13.98,0.24,1,2,21483
22.0,25000,3,6,3,6000,11.36,0.24,0,2,21483
22.0,25000,0,6,5,6000,9.91,0.27,0,2,21483
23.0,20000,3,1,1,1500,7.74,0.07,0,2,21491
23.0,25000,2,1,1,7200,10.95,0.29,0,2,21530
21.0,28150,3,0,3,8000,10.99,0.3,0,3,21539
22.0,24600,3,0,4,5500,13.61,0.23,1,2,21544
24.0,28000,2,8,3,12000,7.51,0.43,0,3,21574
21.0,32000,2,5,4,12000,16.29,0.38,0,2,21577
26.0,22000,3,0,0,7000,6.03,0.03,0,2,21578
24.0,24000,3,1,1,7200,15.27,0.29,0,3,21580
23.0,24000,3,4,1,6000,7.9,0.25,0,2,21582
23.0,24000,0,4,3,6000,8.59,0.25,0,4,21582
23.0,24000,2,5,5,6000,11.49,0.25,0,2,21582
23.0,24000,3,1,3,6000,11.49,0.25,0,2,21582
23.0,24000,3,7,1,6000,5.42,0.25,0,3,21582
23.0,24000,2,5,5,6000,11.83,0.25,0,2,21582
23.0,24000,3,1,1,6000,12.69,0.25,0,3,21582
23.0,24000,3,0,5,6000,13.49,0.25,1,3,21582
23.0,24000,3,4,1,6000,12.99,0.25,1,3,21582
22.0,24000,3,2,0,4800,10.37,0.2,0,4,21585
22.0,24000,3,0,4,4800,11.36,0.2,0,4,21585
22.0,24000,2,0,4,4800,6.92,0.2,0,2,21585
21.0,24000,3,5,1,3600,10.38,0.15,0,3,21587
21.0,30000,0,2,4,9875,7.51,0.33,0,3,21604
22.0,24000,3,1,0,4750,11.99,0.2,0,2,21635
33.0,14400,2,0,3,2100,11.14,0.15,0,6,21645
22.0,28800,3,4,5,10000,9.91,0.36,0,2,21658
22.0,28800,2,6,3,10000,11.49,0.35,0,4,21658
22.0,28800,0,6,0,10000,7.51,0.35,0,4,21658
23.0,33400,0,3,4,16700,11.11,0.5,0,3,21680
27.0,20000,3,0,4,5300,5.42,0.28,0,8,21680
21.0,26000,3,1,3,5600,10.99,0.22,0,3,21684
21.0,24000,3,0,5,3500,14.35,0.15,1,3,21688
21.0,24000,3,5,1,3500,7.9,0.15,0,3,21688
21.0,24000,3,5,3,3500,12.99,0.15,1,2,21688
26.0,18000,3,0,3,1700,10.99,0.09,0,4,21689
22.0,25200,3,0,3,6000,9.25,0.24,0,3,21703
22.0,25200,3,6,0,6000,12.69,0.24,0,3,21703
23.0,24996,3,0,0,7000,11.89,0.28,0,2,21726
25.0,23000,3,0,3,7000,12.18,0.3,0,3,21729
23.0,25000,3,0,3,7000,11.11,0.28,0,3,21731
23.0,25000,1,0,1,7000,11.48,0.28,0,2,21731
23.0,25000,3,0,3,7000,12.68,0.28,0,4,21731
33.0,14400,3,1,0,2000,12.53,0.14,0,6,21745
37.0,12996,2,15,3,2250,14.96,0.16,1,13,21775
25.0,24000,3,0,0,8200,6.91,0.35,0,2,21777
24.0,24000,2,5,5,7000,8.0,0.29,0,2,21780
24.0,24000,3,3,0,7000,6.54,0.29,0,3,21780
21.0,26000,0,2,5,5500,13.16,0.21,0,2,21784
21.0,27500,3,5,5,7000,15.27,0.27,1,2,21857
25.0,21600,3,0,4,5100,13.06,0.23,1,4,21882
22.0,25000,3,2,3,5600,14.22,0.22,0,3,21884
24.0,21600,3,2,3,4000,11.86,0.19,0,2,21905
24.0,21600,2,1,5,4000,12.18,0.19,0,4,21905
21.0,28500,3,3,1,8000,13.22,0.3,1,3,21906
23.0,23760,3,4,3,5400,7.9,0.24,0,2,21907
21.0,26000,3,5,0,5375,8.49,0.21,0,2,21910
23.0,25200,0,7,1,7000,7.49,0.28,0,2,21961
32.0,20000,2,1,5,10000,15.65,0.5,0,9,21968
28.0,20000,3,0,4,6000,10.59,0.29,0,9,21978
24.0,25000,2,7,2,8000,12.09,0.32,1,4,21979
24.0,25000,2,6,4,8000,9.91,0.32,0,3,21979
27.0,20000,3,1,1,5000,13.8,0.25,1,6,21981
27.0,20000,2,4,5,5000,9.99,0.25,0,9,21981
27.0,20000,3,0,3,5000,8.88,0.25,0,5,21981
27.0,20000,2,1,5,5000,8.59,0.25,0,6,21981
27.0,20000,2,1,5,5000,10.46,0.25,0,5,21981
23.0,24000,3,7,1,5600,7.9,0.23,0,2,21983
26.0,20000,3,2,0,4000,11.86,0.2,0,4,21984
22.0,26400,2,3,5,7000,12.98,0.27,0,4,22022
23.0,26400,0,4,3,8300,5.99,0.3,0,3,22039
22.0,26886,3,6,4,7500,13.49,0.28,1,2,22056
23.0,24000,3,2,3,5500,10.99,0.23,0,2,22083
22.0,23000,3,0,4,3200,5.79,0.14,0,2,22088
22.0,32000,0,0,5,13000,5.99,0.44,0,4,22175
23.0,28000,2,7,5,10000,14.96,0.36,1,2,22177
21.0,24000,2,2,4,3000,14.72,0.13,0,3,22188
21.0,24000,3,0,3,3000,9.99,0.13,0,2,22188
21.0,24000,3,0,3,3000,14.27,0.13,1,4,22188
22.0,24744,3,4,5,5000,10.36,0.2,0,4,22203
21.0,28800,3,0,4,8000,11.11,0.28,0,2,22221
22.0,25899,0,6,0,6250,8.94,0.24,0,2,22222
21.0,25000,3,5,3,4000,10.99,0.16,0,3,22237
21.0,28000,3,5,5,7125,6.99,0.25,0,3,22257
21.0,28000,3,2,0,7125,9.67,0.25,0,4,22257
27.0,17688,3,1,3,1600,7.68,0.09,0,8,22268
22.0,33000,2,0,4,14000,11.86,0.41,0,4,22274
22.0,28000,3,0,1,8500,12.42,0.3,0,2,22280
26.0,21000,3,3,5,5000,9.45,0.24,0,2,22282
21.0,26000,3,5,1,5000,12.98,0.19,0,4,22285
21.0,26000,3,5,0,5000,11.99,0.19,0,3,22285
25.0,20640,3,0,3,3500,12.99,0.17,1,2,22285
22.0,23000,3,4,1,3000,11.49,0.13,0,2,22288
22.0,23000,2,0,4,3000,7.29,0.13,0,4,22288
21.0,27000,0,5,3,6000,13.11,0.22,0,3,22334
21.0,27000,3,5,3,6000,13.49,0.22,0,4,22334
22.0,27600,3,6,1,8000,8.9,0.3,0,3,22340
24.0,22800,1,3,0,5000,6.91,0.22,0,3,22343
22.0,30000,0,6,5,10625,8.49,0.35,0,3,22352
22.0,25800,3,2,5,6000,7.14,0.23,0,2,22363
22.0,25800,3,2,1,6000,7.51,0.23,0,3,22363
24.0,27000,2,7,2,10000,15.62,0.37,0,3,22376
